food_item,weather,day_time,price
Hot Chocolate,Cloudy,Breakfast,136
Lemonade,Cloudy,Lunch,86
Orange Juice,Cloudy,Breakfast,91
Mango Juice,Cloudy,Lunch,110
Apple Juice,Cloudy,Lunch,111
Watermelon Juice,Cloudy,Lunch,100
Milkshake,Cloudy,Dinner,156
Chocolate Milkshake,Cloudy,Dinner,163
Vanilla Milkshake,Cloudy,Dinner,155
Faluda,Cloudy,Dinner,165
Ice Cream,Cloudy,Dinner,107
Brownie,Cloudy,Dinner,130
Cheesecake,Cloudy,Dinner,197
Chocolate Cake,Cloudy,Dinner,167
Red Velvet Cake,Cloudy,Dinner,186
Donut,Cloudy,Breakfast,71
Muffin,Cloudy,Breakfast,80
Paratha & Egg,Cold,Breakfast,92
French Toast,Cold,Breakfast,113
Pancakes,Cold,Breakfast,150
Waffles,Cold,Breakfast,161
Omelette,Cold,Breakfast,96
Scrambled Eggs,Cold,Breakfast,99
Boiled Egg Set,Cold,Breakfast,84
Porridge,Cold,Breakfast,98
Fruit Bowl,Cold,Lunch,139
Yogurt Parfait,Cold,Breakfast,138
Toast & Jam,Cold,Breakfast,69
Butter Toast,Cold,Breakfast,69
Croissant,Cold,Breakfast,96
Breakfast Burrito,Cold,Breakfast,165
Hash Browns,Cold,Breakfast,83
Samosa,Cold,Dinner,42
Singara,Cold,Breakfast,24
Vegetable Roll,Cold,Breakfast,45
Chicken Sandwich,Cold,Lunch,153
Club Sandwich,Cold,Breakfast,170
Grilled Cheese Sandwich,Cold,Lunch,128
Chicken Burger,Cold,Lunch,166
Beef Burger,Cold,Lunch,195
Veg Burger,Cold,Lunch,139
Chicken Shawarma,Cold,Lunch,169
Beef Shawarma,Cold,Lunch,183
Chicken Wrap,Cold,Lunch,165
Caesar Salad,Cold,Lunch,184
Greek Salad,Cold,Lunch,194
Chicken Caesar Salad,Cold,Lunch,223
Fried Rice,Cold,Lunch,195
Chicken Fried Rice,Cold,Lunch,230
Egg Fried Rice,Cold,Lunch,184
Vegetable Fried Rice,Cold,Lunch,179
Noodles,Cold,Lunch,177
Chicken Noodles,Cold,Lunch,207
Vegetable Noodles,Cold,Lunch,168
Pasta Alfredo,Cold,Lunch,239
Spicy Pasta,Cold,Lunch,225
Mac & Cheese,Cold,Lunch,209
Chicken Pizza,Cold,Dinner,282
Beef Pizza,Cold,Dinner,305
Veg Pizza,Cold,Dinner,245
Margherita Pizza,Cold,Dinner,261
BBQ Chicken Pizza,Cold,Dinner,314
Beef Biryani,Cold,Dinner,243
Chicken Biryani,Cold,Dinner,216
Kacchi Biryani,Cold,Dinner,302
Tehari,Cold,Dinner,195
Khichuri,Cold,Dinner,167
Mutton Curry,Cold,Dinner,280
Chicken Curry,Cold,Dinner,215
Beef Curry,Cold,Dinner,227
Fish Curry,Cold,Dinner,198
Dal,Cold,Dinner,106
Mixed Vegetables,Cold,Dinner,132
Butter Naan,Cold,Dinner,53
Garlic Naan,Cold,Dinner,66
Chapati,Cold,Dinner,36
Grilled Chicken,Cold,Dinner,256
Tandoori Chicken,Cold,Dinner,274
Chicken Wings,Cold,Dinner,236
BBQ Platter,Cold,Dinner,445
Steak,Cold,Dinner,394
Soup,Cold,Dinner,122
Tomato Soup,Cold,Dinner,136
Chicken Corn Soup,Cold,Dinner,158
Hot & Sour Soup,Cold,Dinner,144
Cold Coffee,Cold,Lunch,132
Coffee,Cold,Breakfast,88
Cappuccino,Cold,Breakfast,128
